,sample_id,Site,Archaea|Crenarchaeota,Archaea|Euryarchaeota,Archaea|Thaumarchaeota,Bacteria|Abditibacteriota,Bacteria|Acidobacteria,Bacteria|Actinobacteria,Bacteria|Aquificae,Bacteria|Armatimonadetes,Bacteria|Bacteroidetes,Bacteria|Balneolaeota,Bacteria|Calditrichaeota,Bacteria|Candidatus Aerophobetes,Bacteria|Candidatus Aminicenantes,Bacteria|Candidatus Atribacteria,Bacteria|Candidatus Buchananbacteria,Bacteria|Candidatus Cloacimonetes,Bacteria|Candidatus Curtissbacteria,Bacteria|Candidatus Dadabacteria,Bacteria|Candidatus Desantisbacteria,Bacteria|Candidatus Doudnabacteria,Bacteria|Candidatus Eisenbacteria,Bacteria|Candidatus Falkowbacteria,Bacteria|Candidatus Fermentibacteria,Bacteria|Candidatus Gottesmanbacteria,Bacteria|Candidatus Gracilibacteria,Bacteria|Candidatus Hydrogenedentes,Bacteria|Candidatus Jacksonbacteria,Bacteria|Candidatus Kaiserbacteria,Bacteria|Candidatus Latescibacteria,Bacteria|Candidatus Magasanikbacteria,Bacteria|Candidatus Margulisbacteria,Bacteria|Candidatus Marinimicrobia,Bacteria|Candidatus Melainabacteria,Bacteria|Candidatus Microgenomates,Bacteria|Candidatus Nomurabacteria,Bacteria|Candidatus Omnitrophica,Bacteria|Candidatus Parcubacteria,Bacteria|Candidatus Peregrinibacteria,Bacteria|Candidatus Poribacteria,Bacteria|Candidatus Portnoybacteria,Bacteria|Candidatus Rokubacteria,Bacteria|Candidatus Ryanbacteria,Bacteria|Candidatus Saccharibacteria,Bacteria|Candidatus Staskawiczbacteria,Bacteria|Candidatus Sumerlaeota,Bacteria|Candidatus Taylorbacteria,Bacteria|Candidatus Terrybacteria,Bacteria|Candidatus Woesebacteria,Bacteria|Chlamydiae,Bacteria|Chlorobi,Bacteria|Chloroflexi,Bacteria|Chrysiogenetes,Bacteria|Cyanobacteria,Bacteria|Deferribacteres,Bacteria|Deinococcus-Thermus,Bacteria|Dictyoglomi,Bacteria|Elusimicrobia,Bacteria|Firmicutes,Bacteria|Fusobacteria,Bacteria|Gemmatimonadetes,Bacteria|Ignavibacteriae,Bacteria|Nitrospinae,Bacteria|Nitrospirae,Bacteria|Planctomycetes,Bacteria|Proteobacteria,Bacteria|Rhodothermaeota,Bacteria|Spirochaetes,Bacteria|Synergistetes,Bacteria|Tenericutes,Bacteria|Thermodesulfobacteria,Bacteria|Thermotogae,Bacteria|Verrucomicrobia,Bacteria|candidate division CPR1,Bacteria|candidate division CPR3,Bacteria|candidate division NC10,Bacteria|candidate division WWE3,Bacteria|candidate division Zixibacteria,Eukaryota|Apicomplexa,Eukaryota|Ascomycota,Eukaryota|Bacillariophyta,Eukaryota|Basidiomycota,Eukaryota|Blastocladiomycota,Eukaryota|Chlorophyta,Eukaryota|Chytridiomycota,Eukaryota|Cryptomycota,Eukaryota|Microsporidia,Eukaryota|Mucoromycota,Eukaryota|Streptophyta,Eukaryota|Zoopagomycota
0,RRL1,RRL,0,0.17797,0,0,0.08643,4.71047,0.1431,0,0.67146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01337,0,0,0,0,0.24529,0.00218,0.0058,0,0,0.00017,0.00011,0,0,0.00019,0,0,0,0.01769,0,15.30958,0,0.0885,0,0,2.63314,0.00217,0,0,0,0.00034,0.00069,5.31801,0,0.03309,0.01376,0.82833,0.02955,0.05329,0,0,0,0.00024,0,0,0.13405,0.32279,0.00033,0.09698,0,0.0403,0,0.00016,0.00073,0.00599,0,0
1,RRL2,RRL,0,0.15614,0,0,0.00198,4.87482,0.20014,0,0.45856,0,0,0,0,0.00393,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0,0.00579,0,0,0,0,0.25618,0.00254,0.00552,0,0,0.00011,0.00017,0,0,0,0,0,0,0.01979,0,15.17152,0,0.08167,0,0,2.93196,0.00427,0.00016,0.00014,0,0.00033,0.00043,4.10263,0,0.03854,0.01409,0.51516,0,0.00634,0,0,0,0.00041,0,0,0.16649,0.23027,0.0005,0.06678,0,0.02993,0,0.00051,0.00049,0.0039,0,0
2,RRL3,RRL,0,0.17023,0,0,0.08687,3.52737,0.10634,0,0.514,0,0,0,0,0.00533,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0.01679,0,0,0,0,0.22935,0.00301,0.00624,0,0,0.00358,0.00011,0,0.00044,0.00019,0,0,0,0.00018,0,19.71332,0,0.09138,0,0,2.83003,0.00458,0,0.00023,0,0.00029,0.00116,4.81876,0,0.03843,0.01007,0.6257,0.04048,0,0.00011,0,0,0.00029,0,0,0.11543,0.24698,0.00045,0.07855,0,0.03326,0,0.00032,0.0004,0.00311,0,0
3,RRL4,RRL,0,0.15893,0,0,0.05855,4.61111,0.11605,0,0.5356,0,0,0,0,0.00019,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.01221,0,0,0,0,0.29337,0.00257,0.00529,0,0,0,0,0,0.00045,0,0,0,0,0.00044,0,16.20834,0,0.06967,0,0,1.47236,0.00395,0.00016,0,0,0.00109,0.00101,3.21454,0,0.03969,0.01481,0.45704,0,0.03177,0,0,0,0.00027,0,0,0.10822,0.17981,0.00026,0.0644,0,0.03055,0,0.00055,0.00039,0.00539,0,0
4,RRL5,RRL,0,0.14098,0,0,0.00024,3.05559,0.1395,0,0.43189,0,0,0,0,0.00509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0,0,0,0,0.26701,0.00262,0.00923,0,0,0,0.00013,0,0,0.00012,0,0,0,0.01747,0,17.27123,0,0.06075,0,0,0.89999,0.00419,0,0.00032,0,0.00246,0.0002,5.8466,0,0.03765,0.02219,0.49355,0,0.01174,0,0,0,0.00023,0,0,0.06823,0.14213,0.00027,0.03485,0,0.02211,0,0.00023,0.00049,0.0022,0,0
5,RRL6,RRL,0,0.1902,0,0,0.083,4.35181,0.16462,0,0.68657,0,0,0,0,0.00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258,0,0,0,0,0.25969,0.0029,0,0,0,0,0,0,0.00052,0.00016,0,0,0,0.00036,0,13.65186,0,0.06916,0,0,3.33241,0.00448,0.00041,0,0,0,0.0005,5.19557,0,0.00039,0.00265,0.57244,0.00014,0.02564,0.00119,0,0,0.00049,0,0,0.16334,0.18322,0.00039,0.06259,0,0.03635,0,0.00436,0.00095,0.00371,0,0
6,RRL7,RRL,0,0.20571,0,0,0.09393,8.44138,0.10375,0,0.69446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02389,0,0,0.00012,0,0.23575,0.00244,0.00743,0,0,0.00021,0,0,0,0.00035,0,0,0,0.00074,0,15.81629,0,0.13748,0.11018,0,2.72221,0.00436,0.00024,0,0,0.00031,0.00115,4.80234,0,0.02973,0.02189,0.45862,0,0.00914,0,0,0,0.00028,0,0,0.04773,0.34756,0.00053,0.09069,0,0.03248,0.00015,0.00109,0.00097,0.00773,0,0.00058
7,RRL8,RRL,0,0.1687,0,0,0,5.17185,0.13236,0,0.1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00928,0,0,0,0,0.18285,0.00217,0,0,0,0,0,0,0,0,0,0,0.00012,0.00174,0,12.76386,0,0.1145,0,0,5.80849,0.0023,0.00019,0,0,0.00352,0.0009,4.9941,0,0.06808,0.00772,1.14013,0,0,0,0,0,0.00014,0,0,0.01825,0.21733,0.00061,0.04317,0,0.02608,0,0,0.00069,0.00521,0,0.00017
8,RRL9,RRL,0,0.14109,0,0,0.004,6.45114,0.12144,0,0.43042,0,0,0,0,0.00017,0,0,0,0,0,0,0,0.00039,0.00011,0,0,0,0,0,0,0,0,0,0.00423,0,0,0,0,0.2255,0.00252,0.00408,0,0,0.00011,0,0,0,0,0,0,0,0.01685,0,12.04353,0,0.16078,0,0,8.77102,0.00356,0.00019,0.00013,0,0.00026,0.00423,4.8386,0,0.02717,0.00679,0.44657,0,0,0,0,0,0.00028,0,0,0.20729,0.33942,0.00079,0.06047,0,0.04017,0,0.00116,0.00191,0.00493,0,0
9,RRL10,RRL,0,0.12601,0,0,0.00016,2.38119,0.16363,0,0.46743,0,0,0,0,0.00767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00538,0,0,0,0,0.04256,0.00363,0.01018,0,0,0.00025,0.00011,0,0.00038,0.00039,0,0,0,0.02393,0,23.19811,0,0.05789,0,0,3.71065,0.00602,0.00013,0.00031,0,0.00529,0.00065,5.44293,0,0.05263,0.02608,0.49369,0.04938,0,0.00156,0,0,0.00043,0,0,0.01427,0.22654,0,0.05606,0,0.02926,0,0.00583,0.00085,0.00398,0,0.00012
10,RRL11,RRL,0,0.15563,0,0,0.10175,3.97643,0.10207,0,0.83097,0,0,0,0,0.00019,0,0,0,0,0,0,0,0,0.00011,0,0,0,0,0,0,0,0,0,0.00239,0,0,0,0,0.26432,0.00252,0,0,0,0,0,0,0.00035,0.00031,0,0,0.0001,0.0191,0,17.26824,0,0.09777,0,0,3.42311,0.00385,0,0,0,0.0002,0,4.73155,0,0.01289,0.00313,0.52631,0,0,0.00165,0,0,0.00037,0,0,0.16613,0.24054,0.00054,0.07546,0,0.03284,0,0.00036,0.00106,0.004,0,0
11,RRL12,RRL,0,0.10769,0,0,0.15922,5.82162,0.17583,0,0.41593,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302,0,0,0,0,0.26191,0.00201,0,0,0,0,0,0,0,0.00027,0,0,0,0.01333,0,16.00935,0,0.06427,0,0,3.80294,0.00451,0.00024,0,0,0,0.00084,5.95312,0,0.44923,0.04217,1.07973,0,0.0041,0.0012,0,0,0.00025,0,0.00244,0.05383,0.2589,0.0003,0.11119,0,0.05408,0,0.00507,0.00193,0.00348,0,0
12,RRL13,RRL,0,0.12613,0,0,0.06208,3.06852,0.12637,0,0.78612,0,0,0,0,0.00673,0,0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01667,0,0,0.00012,0,0.32172,0.0029,0.01043,0,0,0.00027,0,0,0.00044,0.00025,0,0,0,0.02058,0,21.38717,0,0.06813,0,0,2.32092,0.00413,0.00016,0,0,0.00257,0.00441,4.50411,0,0.04437,0.0238,0.98229,0.05934,0,0.00165,0,0,0.00028,0,0,0.10744,0.19854,0.00012,0.05155,0,0.04187,0,0.0067,0.00043,0.00429,0,0.00013
13,RRL14,RRL,0,0.15278,0,0,0.08006,3.29641,0.18007,0,0.84454,0,0,0,0,0.00706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456,0,0,0,0,0,0.00272,0,0,0,0,0.00018,0,0.00047,0,0,0,0,0.0003,0,17.84607,0,0.06163,0,0,2.34913,0.00483,0.00012,0.00018,0,0.00031,0.00075,3.90068,0,0.05087,0.02057,0.57429,0,0.02343,0.00116,0,0,0,0,0,0.11718,0.18765,0,0.06026,0,0.04724,0,0.00047,0.00111,0.00303,0,0
14,RRL15,RRL,0,0.10582,0,0,0.03861,3.69929,0.13211,0,0.49213,0,0,0,0,0.00653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02327,0,0,0,0,0.31802,0.00299,0.012,0,0,0.00013,0.00014,0,0,0.00019,0,0,0,0.00055,0,23.33971,0,0.04991,0,0,1.17931,0.00526,0.00077,0.00025,0,0.00046,0.00111,3.12958,0,0.04863,0.02052,1.26058,0,0.02047,0.00113,0,0,0.00038,0,0,0.07131,0.10251,0,0.02628,0,0.02917,0,0.00038,0.00051,0.00291,0,0
15,RRL16,RRL,0,0.128,0,0,0.05039,3.62825,0.13063,0,0.39616,0,0,0,0,0.00412,0,0,0,0,0,0,0,0,0,0,0.00021,0,0,0,0,0,0,0,0.00365,0,0,0,0,0.25958,0.00265,0.00541,0,0,0,0.00014,0,0,0.00015,0,0,0,0.02248,0,16.93168,0,0.04636,0,0,3.51827,0.00685,0,0,0,0.00247,0.00048,3.27131,0,0.04187,0.01927,0.571,0,0.02339,0.00086,0,0,0.00017,0,0,0.0508,0.15809,0.00012,0.05724,0,0.01909,0,0.00303,0.00031,0.00313,0,0
16,RRL17,RRL,0,0.15069,0,0,0.16964,5.44963,0.17634,0,0.81193,0,0,0,0,0.00393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327,0,0,0,0,0.31674,0.00233,0,0,0,0,0.00013,0,0,0.00039,0,0,0,0.0192,0,19.26453,0,0.09403,0,0,2.91918,0.00463,0.00014,0.0002,0,0,0.00421,4.04491,0,0.04318,0.02223,0.67989,0.04485,0,0.00089,0,0,0.0004,0,0,0.14848,0.21476,0.0004,0.06057,0,0.04673,0,0.00085,0.0007,0.00558,0,0
17,RRL18,RRL,0,0.1326,0,0,0.00064,3.46605,0.121,0,0.86981,0,0,0,0,0.00364,0,0,0,0,0,0.0002,0,0,0.00014,0,0,0,0,0,0,0,0,0,0.00228,0,0,0,0,0.28704,0.00283,0.00685,0,0,0.00538,0,0,0,0,0,0,0.00015,0.00076,0,17.60972,0,0.06178,0,0,2.01008,0.00735,0.00044,0,0,0.00192,0.00138,4.54637,0,0.01061,0.01045,0.46359,0.00028,0.00505,0.00101,0,0,0.00039,0,0,0.02067,0.16975,0,0.06663,0,0.02493,0,0.00021,0.00105,0.00294,0,0.00021
18,RRL19,RRL,0,0.13361,0,0,0,3.42467,0.12635,0,0.3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00414,0,0,0,0.00011,0.32229,0.00301,0.0095,0,0,0.00016,0.00017,0,0.00027,0.00044,0,0,0,0.00049,0,18.92352,0,0.0407,0,0,0.75176,0.00401,0,0.00023,0,0.00357,0.00045,2.80045,0,0.04408,0.01891,0.89652,0,0.02663,0.00069,0,0,0.0004,0,0,0.05664,0.12257,0.00025,0.03785,0,0.0191,0,0.00024,0.00023,0.00309,0,0
19,RRL20,RRL,0,0.1144,0,0,0.11455,5.14588,0.12598,0,1.0679,0,0,0,0,0.00369,0,0,0,0,0,0,0,0.00042,0,0,0,0,0,0,0,0,0,0,0.01335,0,0,0,0,0.28121,0.00306,0.00619,0,0,0,0.00015,0,0.00032,0,0,0,0,0.0015,0,21.17406,0,0.10326,0,0,1.7538,0.00438,0.00013,0.00021,0,0.00032,0.00386,5.37677,0,0.04545,0.02223,0.47843,0.0411,0.02218,0.00112,0,0,0.0003,0,0,0.14112,0.24576,0.00021,0.11988,0,0.02534,0,0.00052,0.00114,0.0064,0,0.00018
20,RRL21,RRL,0,0.14298,0,0,0.09905,3.11721,0.12739,0.00012,0.76571,0,0,0,0,0.00293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515,0,0,0,0,0.28584,0.00264,0,0,0,0,0.00011,0,0.00034,0,0,0,0.0002,0.01101,0,18.75589,0,0.06189,0,0,2.03319,0.00443,0,0,0,0.00025,0.0019,5.32911,0,0.01494,0.00323,1.47086,0.04512,0.02405,0.00062,0,0,0.00039,0,0,0.00851,0.25114,0.00033,0.06596,0,0.02172,0,0.00032,0.00056,0.00246,0,0.00026
21,RRL22,RRL,0,0.09317,0,0,0.08306,3.08142,0.13383,0,0.51225,0,0,0.00029,0,0.00589,0,0,0,0,0,0.00042,0,0.00051,0,0.00015,0,0,0,0,0,0,0,0,0.01391,0,0,0,0,0,0.00293,0.01009,0,0,0.00031,0.00012,0,0,0,0,0,0,0.00043,0,23.70426,0,0.07633,0,0,2.24308,0.00409,0,0.00026,0,0.00047,0.00092,5.72246,0,0.04392,0.02537,1.78851,0.05073,0.01388,0.00112,0,0,0.00042,0,0,0.08745,0.20122,0.00023,0.08316,0,0.0295,0,0.00491,0.00055,0.00299,0,0
22,FRW1,FRW,0,0.16877,0,0,0.08961,4.63377,0.25288,0,0.19671,0,0,0,0,0.00711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326,0,0,0.00021,0,0,0.00342,0,0,0,0,0,0,0,0,0,0,0,0.00047,0,17.97787,0,0.06226,0,0,3.06466,0.00225,0.00065,0,0,0.00054,0.00202,3.66176,0,0.11977,0.01644,0.38846,0,0.02847,0,0,0,0.00018,0,0,0.01996,0.17028,0.00012,0.01368,0,0.021,0,0.00087,0.00039,0.00321,0,0.00018
23,FRW2,FRW,0,0.13897,0,0,0.00163,3.42432,0.22837,0,0.36243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246,0,0,0,0,0.31271,0.00278,0,0,0,0,0.00015,0,0,0.00015,0,0,0,0.00024,0,15.87975,0,0.09815,0,0,1.84617,0.0048,0,0,0,0.00051,0.00078,6.23676,0,0.09392,0.01718,0.31027,0,0.02018,0,0,0,0.0002,0,0,0.0175,0.14718,0,0.0279,0,0.01619,0,0.00058,0.00026,0.00228,0,0
24,FRW3,FRW,0,0.12219,0,0,0.06111,2.87362,0.17673,0,0.18637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01666,0,0,0,0,0.29394,0.00262,0,0,0,0,0.00018,0,0.00023,0,0,0,0,0.00316,0,18.00963,0,0.04703,0,0,1.68364,0.00177,0,0.00026,0,0.00269,0.00027,5.91452,0,0.0226,0.00281,1.37993,0,0,0,0,0,0.00039,0,0,0.01251,0.09811,0.00025,0.01733,0,0.01934,0,0.00011,0.00057,0.00234,0,0
25,FRW4,FRW,0,0.16718,0,0,0.05822,3.98016,0.15748,0,0.34991,0,0,0,0,0.00463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287,0,0,0.00011,0,0.30934,0.00254,0,0,0,0,0.00011,0,0,0,0,0,0,0.02615,0,16.65403,0,0.05141,0,0,1.50819,0.00559,0,0.00028,0,0.00127,0.00146,4.51792,0,0.09886,0.01588,0.46379,0,0.02888,0,0,0,0.00084,0,0,0.01015,0.16959,0,0.02771,0,0.01841,0,0,0.00037,0.00249,0,0
26,FRW 5,FRW,0,0.12511,0,0,0.05418,3.83156,0.24602,0,0.47876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00567,0,0,0.00011,0,0.35377,0.00237,0.01123,0,0,0,0,0,0,0,0,0,0,0.00036,0,18.86232,0,0.05967,0,0,2.27737,0.00353,0.00066,0.00035,0,0.00054,0.00136,4.17579,0,0.05063,0.01909,0.66922,0.03944,0,0.00066,0,0,0.00042,0,0,0.07429,0.08549,0.00022,0.03503,0,0.02106,0,0.001,0.00053,0.00273,0,0
27,FRW6,FRW,0,0.14682,0,0,0.07568,3.83732,0.16542,0,0.22164,0,0,0,0,0.00543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561,0,0,0,0,0,0.00247,0,0,0,0,0,0,0,0,0,0,0.00017,0.00032,0,14.17158,0,0.06524,0,0,2.44139,0.00186,0,0,0,0.00303,0.00014,4.16181,0,0.489,0.01566,0.61859,0.09111,0.02718,0.00033,0,0,0,0,0,0.04208,0.10369,0.00023,0.01601,0,0.02699,0,0,0.00039,0.00265,0,0.00011
28,FRW8,FRW,0,0.14752,0,0,0.06225,3.7323,0.14993,0,0.38374,0,0,0,0,0.00516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01195,0,0,0,0,0,0.00179,0,0,0,0,0.00024,0,0,0,0,0,0.00013,0.00718,0,18.39626,0,0.05151,0,0,1.32421,0.00278,0,0,0,0,0.00111,2.99978,0,0.05202,0.01807,0.35035,0,0.02882,0,0,0,0.00133,0,0,0.01058,0.13113,0.00012,0.0235,0,0.01856,0,0,0.0006,0.00244,0,0
29,FRW9,FRW,0,0.08171,0,0,0.03008,3.26424,0.21314,0,0.27406,0,0,0,0,0.00638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00472,0,0,0,0,0.35577,0.00264,0,0,0,0,0.00018,0,0.00012,0,0,0,0,0.01725,0,18.21316,0,0.02902,0,0,2.23629,0.00279,0,0.0004,0,0.00231,0.00129,4.48126,0,0.07004,0.02154,0.40071,0.06356,0.01645,0.00056,0,0,0.00043,0,0,0.01761,0.07239,0,0.02156,0,0.01764,0,0.00029,0.00024,0.00162,0,0
30,FRW10,FRW,0,0.09238,0,0,0.03069,2.51781,0.20549,0,0.27715,0,0,0,0,0.00482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00413,0,0,0.0001,0,0.25997,0.00233,0,0,0,0,0.00017,0,0.0002,0.00023,0,0,0,0.03648,0,16.00977,0,0.02298,0,0,1.95104,0.0044,0,0.00036,0,0.00164,0.00245,3.84604,0,0.08043,0.0143,1.54647,0.00023,0,0.00037,0,0,0.00105,0,0,0.00953,0.06848,0,0.0081,0,0.01315,0,0.00044,0.00021,0.00159,0,0
31,FRW11,FRW,0,0.09731,0,0,0.02811,1.9124,0.14467,0,0.13513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191,0,0,0,0,0.1944,0.00161,0,0,0,0,0.00017,0,0,0.00018,0,0,0,0.01108,0,11.06725,0,0.0229,0,0,1.25177,0.00231,0,0,0,0,0.00023,1.84419,0,0.06623,0.05025,0.36185,0,0,0.00088,0,0,0.00018,0,0,0.02538,0.07214,0.00018,0.01528,0,0.01042,0,0,0.00079,0.00106,0,0.00057
32,FRW12,FRW,0,0.12894,0,0,0.0674,3.08395,0.17078,0,0.53474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504,0,0,0.00075,0,0.27629,0.0027,0,0,0,0,0.00016,0,0,0,0,0,0,0.00014,0,17.51448,0,0.07936,0,0,2.90108,0.00214,0,0,0,0.0009,0.00286,3.96982,0,0.02872,0.0053,0.35902,0.00013,0,0.00015,0,0,0.0005,0,0,0.01961,0.15349,0,0.01636,0,0.02145,0,0,0.00066,0.00226,0,0.0002
33,FRW13,FRW,0,0.10765,0,0,0.03559,2.95509,0.13919,0,0.5695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01769,0,0,0,0,0.2711,0.00252,0.00789,0,0,0.00011,0.00021,0,0,0.00033,0,0,0,0.0004,0,18.8395,0,0.03106,0,0,1.47631,0.00378,0,0,0,0.00257,0.00073,2.95971,0,0.04392,0.01599,0.46674,0,0.0146,0.00112,0,0,0.00031,0,0,0.04383,0.07333,0,0.01607,0,0.0245,0,0.00043,0.0003,0.00281,0,0.00036
34,MMP1,MMP,0,0.16311,0,0,0.11779,5.30415,0.25046,0,0.3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00358,0,0,0,0,0,0.00408,0,0,0,0,0,0,0,0.00062,0,0,0.00027,0.00017,0,17.75271,0,0.08272,0,0,3.80708,0.0082,0,0,0,0.00065,0.00054,3.73536,0,0.35368,0.01517,1.15474,0.05434,0,0,0,0,0.00047,0,0,0.0129,0.14778,0.00046,0.04463,0,0.03154,0,0,0.00067,0.00441,0,0
35,MMP2,MMP,0,0.15838,0,0,0.04276,2.89747,0.12636,0,0.20627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091,0,0,0.0001,0,0,0.00224,0,0,0,0,0,0,0,0.00019,0,0,0.00013,0.00028,0,15.48391,0,0.04425,0,0,1.50979,0.00475,0.00051,0,0,0.0005,0.00054,2.33339,0,0.07976,0.0126,1.02475,0,0,0,0,0,0.00021,0,0,0.02081,0.06223,0.00012,0.0277,0,0.01102,0,0,0.00033,0.00178,0,0
36,MMP3,MMP,0,0.15324,0,0,0.07841,4.1866,0.12439,0,0.14225,0,0,0,0,0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00415,0,0,0.0001,0,0.08035,0.00287,0.00616,0,0,0,0,0,0,0,0,0,0,0.00022,0,14.92782,0,0.06527,0,0,2.39853,0.00471,0,0,0,0.0004,0.00036,2.61763,0,0.06997,0.01326,0.92618,0.05806,0.03088,0.00016,0,0,0.00148,0,0,0.00873,0.15602,0,0.03005,0,0.01294,0,0.00063,0.00052,0.00308,0,0.00013
37,MMP4,MMP,0,0.14149,0,0,0.12983,4.22418,0.16985,0,0.29328,0,0,0,0,0.0068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00979,0,0.00033,0,0,0.28043,0.00248,0,0,0,0,0,0,0.00035,0.00028,0.00041,0,0,0.00105,0,14.11325,0,0.04275,0,0.00011,1.74476,0.0037,0,0,0,0,0.00085,4.40764,0,0.04086,0.07339,0.45809,0.02294,0,0,0,0,0.00023,0,0,0.03774,0.13189,0.00153,0.02644,0,0.01536,0,0.00015,0.00165,0.00218,0,0
38,MMP5,MMP,0,0.17039,0,0,0.03027,2.3877,0.14317,0,0.20572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00981,0,0,0,0,0,0.00232,0,0,0,0,0.00028,0,0,0,0,0,0,0.00282,0,12.85164,0,0.04893,0,0,0.67516,0.0025,0,0,0,0,0.00059,3.9552,0,0.02582,0.01321,0.26272,0.00014,0.00448,0,0,0,0.00028,0,0,0.01628,0.08252,0.00014,0.01537,0,0.01898,0,0,0.00044,0.00162,0,0.00025
39,MMP7,MMP,0,0.15751,0,0,0.03939,3.26438,0.14556,0.00013,0.09685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224,0,0,0,0,0.24789,0.00237,0.00436,0,0,0,0.00016,0,0.00044,0.00031,0,0,0,0.02435,0,10.79866,0,0.03882,0,0,1.97148,0.00444,0,0,0,0.00038,0.0001,1.86655,0,0.06955,0.0285,0.20264,0.08734,0.02557,0,0,0,0,0,0,0.01411,0.10032,0,0.01762,0,0.01178,0,0.00058,0.00029,0.00157,0,0
40,MMP8,MMP,0,0.18321,0,0,0.05383,3.51764,0.15261,0,0.13374,0,0,0,0,0.00574,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0,0.00281,0,0,0.00018,0,0.1893,0.00224,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,13.072,0,0.03314,0,0,1.24664,0.00215,0,0,0.00011,0.00031,0.00013,2.34737,0,0.07652,0.01452,0.29893,0,0.02835,0.00085,0,0,0.00019,0,0,0.00418,0.08867,0,0.01057,0,0.01235,0,0,0.00039,0.00211,0,0
41,MMP9,MMP,0,0.16645,0,0,0.04322,2.85392,0.13189,0,0.22741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064,0,0,0.00013,0,0,0.00224,0,0,0,0,0,0,0,0.00033,0,0,0,0.01236,0,11.66201,0,0.03726,0,0,1.70069,0.00203,0,0,0,0.00033,0.00036,4.04652,0,0.07752,0.02307,0.86829,0,0.01508,0,0,0,0.00025,0,0,0.00497,0.06012,0.00019,0.01769,0,0.0114,0,0.00024,0.00026,0.00164,0,0
42,MMP10,MMP,0,0.13842,0,0,0.05846,3.15991,0.19385,0,0.14424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038,0,0,0,0.00341,0,0,0.00011,0,0,0.00186,0.00484,0,0,0,0.00011,0,0,0,0,0,0.00018,0.00022,0,15.80364,0,0.03392,0,0,2.57753,0.0034,0,0.00024,0,0.00045,0.00155,3.25156,0,0.10404,0.01203,0.98122,0.00013,0.00011,0.00027,0,0,0.00026,0,0,0.0064,0.06548,0.00018,0.00968,0,0.01828,0,0,0.00032,0.00195,0,0
